id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
988	user interface	0.0144	-0.0699	29	6	6	1	2011
990	utopianism	-0.2547	-0.1355	17	9	9	2	2008
991	values	0.2278	-0.7974	12	7	7	1	2010
992	vegetarianism	0.0451	-0.492	3	7	7	1	2016
993	venice	-0.6624	-0.4085	14	5	5	1	2014
994	veterans	0.477	-0.1647	24	15	16	2	2017.5
995	vietnam war	0.2843	-0.0501	3	21	27	7	2011.4286
996	vietnamese american writers	0.5995	-0.1656	24	3	3	1	2017
997	violence	0.2307	-0.0124	8	27	30	6	2011.1667
998	vision	0.2774	0.6205	13	6	6	1	2015
999	visions	0.1017	-0.448	22	3	3	1	2001
1000	visual arts	1.2141	2.0405	57	2	2	1	2006
1001	walking	0.3464	-0.7089	4	6	6	1	2019
1002	war	0.4451	0.0104	23	11	11	3	2015.6667
1003	war novel	0.418	-0.2287	24	4	4	1	2012
1004	war poetry	-0.3563	0.2652	21	5	5	1	2013
1005	waste	-0.0122	-0.6052	12	16	17	3	2011.6667
1006	welsh literature	-0.1248	-0.2932	21	19	19	4	2011.5
1007	welsh nationalism	-0.1377	-0.3439	21	2	2	1	2003
1008	west africa	0.0207	0.6274	9	4	4	1	2019
1009	western culture	3.0508	1.6319	42	4	4	1	2005
1010	white men novelists	0.4864	-0.2718	32	13	14	2	2015
1011	white novelists	0.9949	-0.4005	24	6	6	1	2013
1012	white supremacy	0.4895	-0.2072	24	10	10	1	2019
1013	whiteness	0.2632	-0.258	32	3	3	1	2006
1014	wild west	0.0543	-0.2372	3	7	7	1	2012
1015	wilderness	-1.1272	-0.3385	19	5	5	1	2013
1016	witness	0.3241	0.2019	1	11	12	2	2018.5
1017	women	-0.6697	-0.0617	2	7	7	1	2010
1018	women novelists	-0.6484	-0.4303	14	19	20	3	2013.6667
1019	women poets	-0.1904	-0.0953	17	7	10	4	2008.25
1020	women servants	0.3253	0.3936	23	6	6	1	2016
1021	women writers	-0.7265	0.4098	34	5	6	2	2006
1022	word play	-0.4153	0.6126	35	11	11	2	2009.5
1023	work	-0.6519	-0.1911	2	16	18	3	2010
1024	working class	-0.6882	-0.4931	10	5	5	2	2007
1025	working class immigrants	-0.8334	0.5449	18	3	3	1	2008
1026	working class novel	0.4984	-0.3606	32	8	8	1	2014
1027	world literature	-0.0646	-0.29	4	16	19	4	2016.25
1028	world war i	0.0226	-0.7567	12	7	8	2	2014
1029	world war ii	-0.241	0.1659	21	18	20	4	2011
1030	writer	-0.4366	-0.0375	2	4	4	1	2007
1032	xenogenesis trilogy	0.1252	-0.1211	27	8	10	2	2011
1033	xenophobia	0.4895	-0.218	24	10	10	1	2019
1034	xhosa cattle-killing (1856-1857)	0.337	0.0809	11	2	2	1	2012
1035	yippies	0.2193	-0.8053	12	7	7	1	2010
1036	zimbabwe literature	0.3189	-0.0071	1	1	1	1	2003
1037	zionism	0.5368	-0.1055	15	6	6	1	2014
1038	zombie	-0.4885	-0.4317	22	7	8	2	2013
1039	zoo	-0.3148	-0.7078	14	4	4	1	2015
